p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Cell_type,GENE
0.226353140098949,0.12787821794414,0.146,0.13,1,Neurons,Erbb4
0.226646468349003,-0.116192197870122,0.323,0.338,1,Neurons,Nsg1
0.226892824455189,0.1255401051872,0.16,0.146,1,Neurons,Gm26623
0.226935773956626,0.107669367879168,0.192,0.175,1,Neurons,Ogt
0.22694737092398,-0.128750289341626,0.151,0.165,1,Neurons,Bnip3
0.229857888030544,0.120311748188933,0.115,0.101,1,Neurons,Csnk1g1
0.231340352889312,0.161450413011163,0.285,0.268,1,Neurons,Magi2
0.232450628668342,-0.145577623253402,0.135,0.149,1,Neurons,Kpna3
0.234728803748722,0.110317597868292,0.152,0.138,1,Neurons,Nav2
0.235623014548434,0.103637500503238,0.248,0.23,1,Neurons,Sms
0.235724109253568,-0.112738644921692,0.176,0.192,1,Neurons,Sgtb
0.236115765757334,-0.11475517690013,0.175,0.19,1,Neurons,Vamp4
0.237267943628448,-0.113997180188131,0.35,0.363,1,Neurons,Psmd12
0.237539788298035,-0.106750822173687,0.122,0.136,1,Neurons,Hectd1
0.238180239397972,-0.111966474959073,0.186,0.2,1,Neurons,Gpx4
0.238371745470273,-0.100145259490248,0.382,0.396,1,Neurons,H2afz
0.241356845060322,0.121799374710424,0.241,0.222,1,Neurons,Srrm3
0.241444689637066,-0.102869229876567,0.183,0.197,1,Neurons,Ccndbp1
0.243280307291553,-0.123947071197446,0.134,0.148,1,Neurons,Tmem176b
0.24427243634249,-0.149084339795064,0.092,0.104,1,Neurons,Polr2b
0.245003151182479,-0.112311044870056,0.224,0.237,1,Neurons,Rpl23a
0.245500839247987,-0.142033253425369,0.201,0.214,1,Neurons,Cyb5r3
0.246151973376769,-0.20434829352911,0.146,0.158,1,Neurons,Ubr1
0.246162576599116,-0.154628750581974,0.19,0.205,1,Neurons,Elmod1
0.248270314966673,-0.122609108277052,0.225,0.24,1,Neurons,Tmx2
0.249814057688152,0.191631849432083,0.253,0.234,1,Neurons,Fgf14
0.254065566923376,0.103974201672529,0.161,0.146,1,Neurons,Ccdc107
0.254155759406868,0.192592674838697,0.124,0.111,1,Neurons,Dip2c
0.255601224563271,-0.10421338893268,0.119,0.132,1,Neurons,Trnt1
0.256474409059513,-0.114663517041256,0.183,0.195,1,Neurons,Arhgap5
0.256864268085679,0.116277322557995,0.115,0.104,1,Neurons,Ythdf2
0.259234571360957,-0.120931754337868,0.105,0.117,1,Neurons,Larp4b
0.260043258179246,-0.130075884810661,0.48,0.476,1,Neurons,Hap1
0.260354278429659,-0.152671798428673,0.239,0.251,1,Neurons,Ubxn1
0.261214244310153,-0.120138262061373,0.201,0.215,1,Neurons,Oxr1
0.262214821402567,-0.140522519914881,0.15,0.163,1,Neurons,Ndufs1
0.262230299535919,-0.108875233154184,0.142,0.155,1,Neurons,Col4a3bp
0.262470899771953,-0.16381760025397,0.256,0.268,1,Neurons,Tmbim6
0.262478401822613,0.130008525954196,0.11,0.098,1,Neurons,Snx12
0.263636338500907,-0.142995149759887,0.116,0.128,1,Neurons,Wdr70
0.266534938152744,-0.12473233111166,0.198,0.212,1,Neurons,Gnl2
0.267676197357416,-0.127325958611708,0.152,0.164,1,Neurons,Wac
0.267993677570403,-0.101189266621616,0.093,0.105,1,Neurons,Dgkg
0.269261554274852,-0.120423479987484,0.224,0.237,1,Neurons,Gabra1
0.27083334094289,0.110670414381862,0.146,0.132,1,Neurons,Pde1a
0.272064192735792,0.132977905293234,0.306,0.286,1,Neurons,Nlgn1
0.272176045758695,-0.119527108037844,0.511,0.514,1,Neurons,Tspan3
0.274238147819447,-0.110549789390657,0.151,0.164,1,Neurons,Ccnl1
0.277171694306127,-0.157892829725719,0.129,0.139,1,Neurons,Dctn4
0.27849286661135,-0.122502293176514,0.125,0.138,1,Neurons,Top2b
0.280618698267927,-0.165900851005167,0.16,0.172,1,Neurons,Peg10
0.28117214384331,-0.120149465254719,0.133,0.144,1,Neurons,Comt
0.282446946855624,-0.109879996892954,0.34,0.347,1,Neurons,Limch1
0.28280702613367,0.128251724097337,0.273,0.253,1,Neurons,Nbea
0.283600584554657,-0.108339670758861,0.109,0.121,1,Neurons,6430548M08Rik
0.284008075420949,-0.109131986724974,0.165,0.179,1,Neurons,Lsmd1
0.287224034538378,0.112560665359432,0.123,0.11,1,Neurons,Gm26871
0.288489190794003,-0.129966948958097,0.212,0.226,1,Neurons,Epb4.1l3
0.288753213131407,-0.135567574918096,0.118,0.129,1,Neurons,Cisd3
0.289373157728239,0.162796887716751,0.15,0.138,1,Neurons,Dpp10
0.289943353442689,-0.103510448519925,0.307,0.325,1,Neurons,Vapa
0.293448474561322,0.14789329363521,0.158,0.144,1,Neurons,Ccser1
0.294090281912066,0.122536541086608,0.148,0.135,1,Neurons,Lrrc49
0.294643550854505,-0.146340909670925,0.231,0.242,1,Neurons,Smap2
0.29763661092707,-0.125235582892604,0.377,0.381,1,Neurons,Aplp1
0.298016972947562,-0.10740893879812,0.117,0.129,1,Neurons,Cd59b
0.298273355862753,-0.140361898965585,0.208,0.221,1,Neurons,Myh10
0.299600404781676,-0.201404508345244,0.145,0.155,1,Neurons,Actr3
0.303034707615988,-0.169664706341171,0.174,0.186,1,Neurons,D3Bwg0562e
0.303165300361013,-0.111651859185586,0.486,0.483,1,Neurons,Arpc2
0.303425284291949,-0.116183163252904,0.171,0.184,1,Neurons,Emb
0.303517491537026,-0.101653102676377,0.176,0.187,1,Neurons,Ddx3x
0.310739968270574,-0.14491999805238,0.125,0.136,1,Neurons,Xpa
0.311844128872425,-0.138350094065856,0.15,0.161,1,Neurons,Xpr1
0.311860471813716,-0.192892240927909,0.272,0.284,1,Neurons,Cacna2d1
0.312794195835651,-0.105522520759012,0.128,0.139,1,Neurons,Fam174a
0.313137251031124,-0.105787682343967,0.418,0.428,1,Neurons,Sptbn1
0.31462428520605,0.143172739712672,0.215,0.2,1,Neurons,Grm7
0.314871805807339,-0.106230900496102,0.11,0.121,1,Neurons,Nup88
0.315571793717558,-0.143827715015852,0.313,0.318,1,Neurons,Smarcc2
0.317087966984147,-0.13430718971352,0.142,0.152,1,Neurons,Cdkn1b
0.317561209013425,-0.108502293169919,0.151,0.164,1,Neurons,Habp4
0.31835157346152,-0.112242732380943,0.245,0.255,1,Neurons,Atl1
0.320422653257441,-0.103429572739662,0.365,0.372,1,Neurons,Cct6a
0.322943340324829,-0.132238735980965,0.113,0.124,1,Neurons,Psmd3
0.32451136985602,0.101172698793521,0.187,0.174,1,Neurons,2810008D09Rik
0.326241492211634,-0.130361720207911,0.117,0.126,1,Neurons,Sc4mol
0.326407793469875,-0.160808548109176,0.106,0.115,1,Neurons,Stard3nl
0.326584837483806,-0.119009744468803,0.126,0.137,1,Neurons,Copb2
0.329903265273956,0.119682065255548,0.172,0.158,1,Neurons,Dab1
0.331224845868184,-0.202214575728917,0.137,0.149,1,Neurons,Junb
0.333191164535142,-0.112876814490659,0.129,0.139,1,Neurons,Ntng1
0.334726017296108,0.118686082488414,0.112,0.101,1,Neurons,Suz12
0.335995703297045,-0.155767943880969,0.151,0.161,1,Neurons,Fam126b
0.336328247549171,-0.115348449910721,0.095,0.104,1,Neurons,Wnk3
0.336689412082368,0.113182203829927,0.179,0.168,1,Neurons,Ankrd11
0.34120422419127,-0.215508781485598,0.129,0.139,1,Neurons,Igfbp5
0.343608196813019,-0.108175767647571,0.166,0.178,1,Neurons,Ssu72
0.348156872218233,0.104347278238736,0.134,0.124,1,Neurons,Ap3m2
0.349333289619552,-0.102221543170033,0.222,0.233,1,Neurons,Rab11a
0.349957997847482,-0.102710897457555,0.373,0.381,1,Neurons,Tsc22d1
0.350023374060869,-0.110351040733209,0.152,0.163,1,Neurons,Med19
0.357068848065854,-0.143815633389905,0.168,0.177,1,Neurons,Tmem242
0.358974656125442,-0.138063997229486,0.176,0.187,1,Neurons,Mlec
0.36362974188696,-0.120544911811612,0.11,0.119,1,Neurons,Stk25
0.364037579341157,-0.105436508753154,0.126,0.135,1,Neurons,Cpt1c
0.365063256898649,-0.10274467490998,0.093,0.102,1,Neurons,Fam134a
0.367931762437434,-0.166287650100754,0.124,0.133,1,Neurons,Lnp
0.374912214884668,-0.159487246825127,0.113,0.121,1,Neurons,Hax1
0.377035390411542,-0.117809285422745,0.39,0.392,1,Neurons,Psmd4
0.380189360323723,-0.136429464051709,0.122,0.132,1,Neurons,Tmx1
0.380606902205794,-0.117953112884944,0.205,0.214,1,Neurons,Cmas
0.381904087454959,-0.127022149728792,0.285,0.294,1,Neurons,Nop58
0.382036041878453,-0.110157520146646,0.114,0.124,1,Neurons,Sirt2
0.38250307876609,-0.144100103856335,0.202,0.209,1,Neurons,Psme1
0.38469780382829,-0.111722853731329,0.156,0.166,1,Neurons,Mea1
0.384988545972374,-0.110579100941399,0.38,0.384,1,Neurons,Slc25a5
0.385392350390917,-0.230454314218304,0.198,0.202,1,Neurons,Vps41
0.386474234666364,-0.102183720370712,0.115,0.124,1,Neurons,Nudt11
0.391191209847773,-0.105682997244662,0.139,0.149,1,Neurons,Drg1
0.394110035566552,-0.13195970858819,0.154,0.163,1,Neurons,Braf
0.396109897890383,-0.109211031060299,0.093,0.101,1,Neurons,Actr1a
0.400737077303845,-0.10699332336552,0.124,0.132,1,Neurons,Marf1
0.400759199202838,-0.111991921069149,0.139,0.148,1,Neurons,Arl16
0.402763068406764,-0.110006652603956,0.287,0.296,1,Neurons,Hnrnph1
0.405385222362549,-0.115843822812675,0.251,0.258,1,Neurons,Arxes2
0.408453233537502,-0.109326834945194,0.126,0.135,1,Neurons,Rnf208
0.410059927848594,-0.148738621359965,0.113,0.121,1,Neurons,Wdpcp
0.411699710474954,-0.112536803169277,0.123,0.132,1,Neurons,Sde2
0.412111446411269,-0.106641081238683,0.105,0.113,1,Neurons,Chmp2b
0.41221341665217,-0.11902663946257,0.122,0.129,1,Neurons,Omg
0.412317650701913,-0.113284185654101,0.197,0.204,1,Neurons,Aig1
0.416913460677894,0.140957513320296,0.151,0.14,1,Neurons,Pcdh7
0.416957417571829,-0.133540653952013,0.105,0.113,1,Neurons,5330417C22Rik
0.418073298921789,-0.118481328725031,0.164,0.175,1,Neurons,Mbp
0.418614021218997,-0.141634019661533,0.248,0.254,1,Neurons,Slc17a6
0.426317713880461,-0.111356497415205,0.156,0.165,1,Neurons,Surf1
0.427810563675483,-0.131429876090964,0.175,0.183,1,Neurons,Terf2ip
0.428566871629813,-0.160190007448294,0.116,0.124,1,Neurons,Ebag9
0.429282680754007,-0.133014153804312,0.199,0.206,1,Neurons,Smarca1
0.429433792757376,0.106860442943645,0.106,0.097,1,Neurons,Stk38
0.429733328095796,0.311017068403877,0.192,0.182,1,Neurons,Lingo2
0.43140473116417,-0.141439991524369,0.156,0.166,1,Neurons,Fut9
0.431993539745442,-0.104001458188975,0.49,0.49,1,Neurons,Calm3
0.432634590766312,-0.111161851887134,0.117,0.125,1,Neurons,Adam10
0.434734014937868,-0.128993894100628,0.217,0.225,1,Neurons,Mocs2
0.437605905665987,-0.153657776730333,0.113,0.12,1,Neurons,Ppm1g
0.440369178085778,-0.107749350532953,0.241,0.25,1,Neurons,Pds5b
0.443440871100066,-0.139517979454222,0.156,0.162,1,Neurons,Mrpl17
0.444390502839342,0.287058078221371,0.272,0.264,1,Neurons,Tenm2
0.445016088701433,-0.197153265221729,0.279,0.26,1,Neurons,Mt1
0.447801765827173,-0.108700589283911,0.151,0.159,1,Neurons,Slc7a14
0.447869633173318,-0.116310387549917,0.099,0.106,1,Neurons,Synj2bp
0.452893316862229,-0.109847483992996,0.098,0.104,1,Neurons,Kdm5b
0.456701945039055,0.158778059279665,0.101,0.093,1,Neurons,Dlgap2
0.458171658872618,-0.122261174087426,0.152,0.158,1,Neurons,Msantd4
0.46146331178015,-0.13515712067793,0.44,0.445,1,Neurons,Nnat
0.4628536195774,-0.160155044071326,0.208,0.212,1,Neurons,Armcx1
0.466060500337257,-0.114788356313754,0.217,0.225,1,Neurons,Cul5
0.472207438886534,-0.154181107563066,0.125,0.132,1,Neurons,Cpsf2
0.472250641671257,0.217479510196007,0.337,0.322,1,Neurons,Ptprd
0.474542044667058,-0.109952305418543,0.115,0.122,1,Neurons,Ispd
0.479020142451,-0.104858806965621,0.184,0.192,1,Neurons,Etfb
0.481953708903098,0.104878131413687,0.106,0.099,1,Neurons,Dbnl
0.482284976570115,0.103069941766101,0.122,0.115,1,Neurons,Tsen15
0.486616085528059,-0.109651427421027,0.242,0.249,1,Neurons,Bcap31
0.488722778193602,-0.108378635719784,0.13,0.137,1,Neurons,Timm10
0.488985351703589,0.184627784305078,0.185,0.177,1,Neurons,Csmd3
0.49044816736321,-0.172188537136321,0.132,0.139,1,Neurons,Camkv
0.497702646437109,-0.136679924568775,0.226,0.229,1,Neurons,Celf6
0.499745043237426,-0.129348346749032,0.184,0.189,1,Neurons,Cdadc1
0.501225531737231,-0.110036206510866,0.251,0.256,1,Neurons,Ddx17
0.50937810181018,0.111859052888638,0.199,0.194,1,Neurons,Acot13
0.510846837037354,-0.124795528171808,0.125,0.132,1,Neurons,Fhl1
0.510925047461693,-0.101489894980898,0.149,0.156,1,Neurons,Abi1
0.511653499430454,-0.104804508704572,0.121,0.127,1,Neurons,BC056474
0.513221357924044,-0.166988347227726,0.214,0.218,1,Neurons,Gabra3
0.521364778228824,-0.131676619827163,0.238,0.241,1,Neurons,Ppid
0.528515825095837,-0.131100929980598,0.297,0.303,1,Neurons,Zc3h13
0.53131638295397,-0.329667248030118,0.096,0.102,1,Neurons,B2m
0.532883737409708,0.104479121499628,0.151,0.142,1,Neurons,Unc5d
0.533860951796592,0.112189458338898,0.253,0.245,1,Neurons,Pcsk2
0.535502576828451,-0.129456729858209,0.181,0.186,1,Neurons,Frg1
0.540863294627656,-0.112169534423884,0.106,0.112,1,Neurons,Dock7
0.548339436929819,-0.125919790425901,0.233,0.236,1,Neurons,Bag1
0.548464414990723,-0.120623249525214,0.166,0.172,1,Neurons,Naa35
0.54902529615418,-0.112686942851372,0.171,0.176,1,Neurons,Ppp1r7
0.553761444155446,-0.128267859707626,0.1,0.106,1,Neurons,Kin
0.553962561899976,-0.109368406255826,0.127,0.132,1,Neurons,Mrps16
0.554765914712015,-0.117237130362156,0.209,0.217,1,Neurons,Adss
0.558183866465334,-0.109130358707579,0.109,0.114,1,Neurons,Hat1
0.560694114605094,-0.111183977290432,0.122,0.128,1,Neurons,Hdlbp
0.561713839090621,-0.108835073032754,0.163,0.169,1,Neurons,Arpc3
0.572672701039185,-0.133475037198661,0.172,0.176,1,Neurons,Smek2
0.574880143822325,-0.103051562229778,0.152,0.157,1,Neurons,Lgals8
0.580881039721758,-0.108708067155225,0.238,0.24,1,Neurons,Adcy9
0.590575573347983,-0.172020305606987,0.121,0.126,1,Neurons,Cnep1r1
0.593382303659885,-0.121138068049704,0.26,0.262,1,Neurons,Mrps15
0.595294420968412,-0.113081102902123,0.473,0.463,1,Neurons,Aff2
0.596097048361396,-0.111737140004506,0.267,0.268,1,Neurons,Coa3
0.597631471582735,-0.104320305492448,0.183,0.171,1,Neurons,Ptn
0.599148156689397,-0.118062656474142,0.267,0.269,1,Neurons,Usp11
0.605093526971707,-0.116788512393902,0.186,0.19,1,Neurons,Polr2k
0.608810171291017,-0.121474017685704,0.118,0.121,1,Neurons,Atp11b
0.610854024660053,-0.102816684355787,0.175,0.178,1,Neurons,Txnrd1
0.619760517198469,-0.103907236014996,0.13,0.135,1,Neurons,Arpp21
0.620408149968764,-0.103792369499591,0.106,0.112,1,Neurons,Ddc
0.620579062203042,-0.119754293740735,0.192,0.195,1,Neurons,Chn1
0.625170385013273,-0.112060752499516,0.222,0.224,1,Neurons,Supt16
0.629080521026538,-0.119145949152259,0.137,0.141,1,Neurons,Jmjd1c
0.630631299998837,-0.119674077052501,0.106,0.11,1,Neurons,Dhx30
0.631668411698304,-0.102237871098595,0.224,0.224,1,Neurons,Zmynd8
0.633580025887625,-0.124032122169296,0.106,0.109,1,Neurons,Fcf1
0.638560055293968,-0.127387625978809,0.103,0.107,1,Neurons,Tcf20
0.642068656495332,-0.124301717763291,0.118,0.122,1,Neurons,Aip
0.650194703946457,-0.116089355228255,0.109,0.113,1,Neurons,Prkcz
0.658131944258096,-0.128003033292322,0.159,0.163,1,Neurons,Sdc2
0.660699126502394,-0.156599714812953,0.247,0.252,1,Neurons,Ly6e
0.66700383581307,-0.119703186421885,0.133,0.137,1,Neurons,Fam178a
0.669313081150573,0.202762697283076,0.301,0.307,1,Neurons,Kcnip4
0.680995292566489,-0.105866088627181,0.254,0.254,1,Neurons,Polr2g
0.682716235853153,-0.122281087402081,0.179,0.182,1,Neurons,Mapk8ip2
0.685352295582159,0.129024082853967,0.283,0.28,1,Neurons,Dmd
0.688314276020701,-0.219270043409402,0.229,0.226,1,Neurons,Srsf10
0.703325860697285,-0.116253127004128,0.145,0.149,1,Neurons,Fnbp1
0.705644964583412,-0.119044675734822,0.319,0.303,1,Neurons,Plcb4
0.708082662363577,-0.10961499091151,0.265,0.265,1,Neurons,Ola1
0.70885170276782,-0.114771827379378,0.15,0.152,1,Neurons,Rab3gap1
0.709398785489407,-0.105454105555148,0.19,0.192,1,Neurons,Crebrf
0.716637676439877,-0.143930246115787,0.137,0.141,1,Neurons,Agap1
0.718318050057217,-0.103518359501595,0.171,0.173,1,Neurons,Afg3l2
0.718582729725832,-0.133135059657949,0.267,0.266,1,Neurons,Calb1
0.743514723122497,-0.110934086736826,0.192,0.192,1,Neurons,Zfp949
0.765312154974503,0.11155560608531,0.115,0.112,1,Neurons,Trpm3
0.775909604388615,0.110918665559365,0.155,0.15,1,Neurons,March1
0.777732090819515,-0.11940291195018,0.135,0.129,1,Neurons,2610507B11Rik
0.788693708775771,-0.198140749223503,0.114,0.115,1,Neurons,Ppp1r17
0.803009221552101,-0.12215291586975,0.12,0.115,1,Neurons,Mier1
0.806477531093668,-0.116151743029062,0.153,0.146,1,Neurons,B630019K06Rik
0.809619324772448,-0.124765018996364,0.253,0.248,1,Neurons,Cystm1
0.809798032285447,-0.124968080062899,0.152,0.151,1,Neurons,Ten1
0.810882357317911,-0.100123503903873,0.398,0.392,1,Neurons,Ndrg4
0.811343605641151,-0.108697794624181,0.195,0.194,1,Neurons,Zmym5
0.834351972432248,-0.11530261441101,0.31,0.303,1,Neurons,Thoc7
0.847019757747465,-0.138249207651192,0.113,0.109,1,Neurons,D14Abb1e
0.850972655188552,-0.106151652804819,0.36,0.352,1,Neurons,Tmod2
0.861391643715404,-0.102186599921045,0.13,0.131,1,Neurons,Mga
0.864756239330571,-0.128050051660032,0.166,0.164,1,Neurons,Smarcc1
0.868898613288127,-0.101634890675171,0.256,0.254,1,Neurons,Cetn2
0.876956094526986,-0.101787046400783,0.115,0.115,1,Neurons,Snapc3
0.879981691237994,-0.102021922354166,0.177,0.172,1,Neurons,Gbas
0.888490888266368,-0.113660164571097,0.142,0.141,1,Neurons,Gm16039
0.892708242937154,-0.119713961155071,0.112,0.112,1,Neurons,Plcxd3
0.901655901673926,-0.107732808027595,0.152,0.147,1,Neurons,C77370
0.903022672439023,-0.141851140983056,0.186,0.179,1,Neurons,Taf1
0.921181212249876,-0.111231636596723,0.242,0.237,1,Neurons,Brd8
0.926636982334293,-0.10172110266546,0.138,0.138,1,Neurons,Tango2
0.945088244193351,0.138240886111782,0.108,0.109,1,Neurons,Vgf
0.945923403259884,-0.106584962881965,0.16,0.158,1,Neurons,Sccpdh
0.948306498339329,-0.115087723363607,0.252,0.243,1,Neurons,Snx6
0.95086990866176,-0.104486049624577,0.198,0.195,1,Neurons,Rpn2
0.953960476819586,-0.105169672610748,0.342,0.334,1,Neurons,Mphosph8
0.954023725361492,-0.104611242294355,0.317,0.313,1,Neurons,Ncald
0.96319297963719,-0.131724119401396,0.323,0.314,1,Neurons,Pdcd4
0.966995992267946,-0.198493477318925,0.188,0.185,1,Neurons,Cartpt
0.971599762751446,-0.128677828096411,0.153,0.152,1,Neurons,Isl1
0.981887704030811,-0.140079722029837,0.111,0.109,1,Neurons,Ildr2
0.991840287361855,-0.102473863086725,0.268,0.261,1,Neurons,Nefl
0.999325935612566,-0.118227489781184,0.268,0.257,1,Neurons,Tomm20
